author,message,badges,emotes
cam847y,fino a che ora stai in live,[],[]
macacobelly,caccapelata,[],[]
ironmasck,we,[],[]
17britt,lollo sto con le placche alla gola e la febbre a non ti dico le madonne che mi stanno partendo,[],[]
kekko2317,ciao,[],[]
simplygaiaa,ho cucinato come sempre,"['subscriber', 'sub_gifter']",[]
igneel372,sera,[],[]
angyeutum,cioaoo lollo anche io gioco a gta v,[],[]
alfryx8888,buona sera,[],[]
coolingpanda180,yoo lollo comeback epico del giovedì,['share_the_love'],[]
sofieutum13,lollo come stai,[],"['SSSsss', 'PunchTrees']"
anastasia_ciarlettaa,come estas,['subscriber'],[]
ilmagnificofrancy,ciao,[],[]
ily_879,ciao,[],[]
marcheu,ciao lollo,['subscriber'],[]
la_tuamora,ciao,[],[]
cecex11,minecraft,[],[]
fastshot49,yo,[],[]
alessia06612,ciao,[],[]
paololongtrima,lolo,[],[]
sasso_spaziale8991,dove cabbo è il mio bacino,[],[]
gia_dina010,bravo,[],[]
valepra08,ti amo sei bellissimo,[],[]
veronicaaa44s,ci sta,"['subscriber', 'no_video']",[]
sareutum__23,buonasera lollo,['premium'],[]
mrhifnjd,ciao lollone,[],[]
eli_y11,oggi ho fatto lesame di mate,['subscriber'],[]
executore09,yo lollo come va,['no_video'],[]
steffodapi,kiwi,[],[]
lulu_211111,ciao,[],[]
noeminalover,ciao amoree ri voglio benissimo spero che un giorno avrai la tua casa nellago,[],[]
alexlalisa2317,salve lollo,[],[]
nicolasfox17,ciao lolo,[],[]
pietro_fuma_spinello,cosa fa oggi,[],[]
013diego___,ciao lollo,[],[]
itsgioieutum_lacustre17,zao,[],[]
gabri09393,ciao lollo,[],[]
jasser_ouej,a me mi è scomparsa la lista dei seguiti poi sono uscito e rientrato ed è riapparsa,[],[]
sonorumena,ciaoii,[],[]
stellacometa14,minecraft horror,[],[]
niemetum,hey lollone come vamentalmente,[],[]
adriankiller_1990,come stai lollo,[],[]
gabriel524os,fai gta rp,[],[]
chris382b,ciao lolo,[],[]
lollo11445,loluùu,[],[]
fr4nc35c0bello,spam lollo ce porta gta prima di gta,[],[]
patatino2015,il microfono,[],[]
fjbdtkmdd,lollo la vita fa veramente schifo,[],[]
ilduro_lacustre,hai dormito crazy,[],[]
lynn9810,malino in questi giorni non sto tantino bene,[],[]
fariszhour,lollo su gta v crazy,[],[]
lo_straru,hey lollo quanta aura ti dai,[],[]
lollieutum8,bene,['subscriber'],[]
chef_rubio2001,come va lollone,[],[]
luigilanzotti,lollo aiuto ma come faccio a fare la sub gratis,[],[]
auryxlacustre,bene,"['subscriber', 'bits']",[]
justdag0,domani scritto di lingue,['twitch_recap_2024'],[]
giggetyo,ciao,[],[]
veronicaaa44s,bene benee,"['subscriber', 'no_video']",[]
la_sophiiii,bene,[],[]
imellethebest,è la mia prima livee,[],[]
khadija313,yo lollo come va,['subscriber'],[]
dbuehv5je,yosiamo in live,[],[]
asileutum,come stai,[],[]
andrea123333333,bene,[],[]
zuzu_ita,buongiorno bro,[],[]
lucacutv12,hai cenato,[],[]
leocol1420,ciao lollo,[],[]
isalacustr3,bene,['subscriber'],[]
adelaidamoltood,ciao lollone non sei più un kiwi,[],[]
franceschinos_12,lollo ciao o ti mando la foto della spagna le foto del papà che ti ho fatto vedere al telefono con la rufini di una breve telefonata da parte in live di una breve presentazione di una,['premium'],[]
lapiu_lacustre,non so neanche io,[],[]
kulemaniermal,ciao,['subscriber'],[]
notfna,tu come stai con lansia invece,['subscriber'],[]
mohsdine10984,oggi gta,['twitch_recap_2024'],[]
antonio6353736,si,[],[]
matteo_lacustre67,tappost,"['subscriber', 'sub_gifter']",[]
miky0432_,miky subscribed with theyve subscribed for months cajioca,"['subscriber', 'premium']",[]
xx_matte_xx_yt,lollo che gioca a gta prima di gta,[],[]
ilfamo10,ciao,[],[]
raul_bova_lacustre,ciao,[],[]
dd8313,fratm,[],[]
ley140,no way lollo che gioca a gta v prima di gta vi,[],[]
sofi_fan_del_trio,male,[],[]
emmarx123,ciao lollo io sto bene tu,[],[]
alecealacre,ciao lollo,[],[]
stxr_mxg1c,ciao lollo ti amo,[],[]
lorenzo7_6,ciao pelatoi,['premium'],[]
libiatiglo,lolloo,[],[]
scrungoti11_2account,il bacino,[],[]
ilibridi_iris,io idem sto stanchissima,['subscriber'],['ResidentSleeper']
eragon_4567,preferisci charizard o venosaur,[],[]
alessiachef_,bene bene,['bits'],[]
anastasia_ciarlettaa,domani ho gli scritti,['subscriber'],[]
le_lemy,ciao,[],[]
g08687016,ciao lollone io sono nuovo,[],[]
thutmose_3,tu come stai,[],[]
sediaatre,ciao lolo come stai spero bene volevo chiederti quante volte hai mai fatto il pazzo,[],[]
elenasboringhuh,sera tato,"['subscriber', 'premium']",[]
gaia202401,ciaoo y t,[],[]
leo_cc12,ciao pelatino,[],[]
bute_op,male,['premium'],[]
lolli_viamo,crazy,[],[]
sofia_xxxc,ciao,[],[]
fedeita_134,non ti sento bene,[],[]
giadeuutum,bene bene,['twitch_recap_2024'],[]
supermas_lacustre,domani ultimo esame scritto letsgo,"['subscriber', 'share_the_love']",[]
kia99_lacustre,meh meh,"['subscriber', 'share_the_love']",[]
mynameisgioieutumlacust17,daje,[],[]
forzalakemaggiorelollone,pk ieri non ceri,"['subscriber', 'premium']",[]
lollieutum8,benenenenen,['subscriber'],[]
aikon_cc,ho la febbre,['premium'],[]
marcheu,idem,['subscriber'],[]
giorgiasssvolpi467,limportante è che ti sei riposato,[],[]
pasquilight_official,come mai vai a letto presto devi stare sveglio a fare baldoria e soldi,[],[]
annina_17,domani vado in piscinaa,[],[]
ll_kiw,lollo su gta prima di gta,[],[]
giacomowako,ordina un bable the,[],[]
gabry_xg,lollo lacustre,[],[]
eli_y11,oggi ho avuto lesame,['subscriber'],[]
elaijamori,benee,[],[]
nicolasecci11,lollo sto facendo gli esami delle medie,['subscriber'],[]
gia_guaro8,io vendo mango,[],[]
giulialacustre_10,aspe ho letto gta v prima di gta,['bits'],[]
catplayin,buonasera,[],[]
khadija313,in estate non ho la concezione del tempo,['subscriber'],[]
carlotomasi_,carlotomasi subscribed with theyve subscribed for months currently on a month streak ayo was good g,"['subscriber', 'premium']",[]
vanillagiorgia,dormire poco danneggia il sistema nervoso centrale,[],[]
ggsspptt,domani scritto di mate,[],[]
realess17,ciao lollo,[],[]
gicomo111,ciao guyzz,[],[]
giulia_gorghi,daje lollo,[],[]
manuelderth,grande lollo,[],[]
angy_seanights,è volata anche questa settimana,['share_the_love'],[]
clakky_forlollo,lollo ma cosa hai portato alla tesina di media,[],[]
k4rmalacustre,cosa hai cucinato con favi,"['subscriber', 'premium']",[]
beafennix,ciola,[],[]
aleksandramicevska,giovedi,['subscriber'],[]
carol__1930,oggi ho fatto tedesco e non ho capito niente,[],[]
laguna_puzzolente,lagunapuzzolente subscribed with theyve subscribed for months sono gay di te,['premium'],[]
ad_elexx,yo lollo lillustre,[],[]
ilibridi_iris,io domani scritto di mate,['subscriber'],[]
fortu2504,cia lollo tutto bene domani ho lo scritto di matematica,[],[]
scimmi_arta,buono,['twitch_recap_2024'],[]
tommyy2310,tommyy subscribed with theyve subscribed for months ciao lollo,"['subscriber', 'premium']",[]
anastasia_ciarlettaa,bonoo,['subscriber'],[]
sonia_hill08,buono,['subscriber'],[]
mat_teo114,ciao,[],[]
macacobelly,lo,[],[]
analacustre,come stai cucciolo,['subscriber'],[]
la_silviettina,stiamo cucinando,[],[]
hanjisung_24,lollo puoi cercare il record per il pene più lungo,[],['lolloThatscrazyyy']
mika_misa_,lolo me ne torno a casa dopo un anno sono super chillata,"['subscriber', 'premium']",[]
zirgiot,a che ora gta,[],[]
riccardolollo986,oggi cera il copncerto di vasco rosso,[],[]
eraem007,buono,[],[]
tygreix,go totem,[],[]
its_ali271,woow,[],[]
khadija313,no way,['subscriber'],[]
opossum13girl,esame di matematica,[],[]
snax__xd,ho appena installato twich e sono volato ad iscrivermi,[],[]
matteo_lacustre67,all good nothing to complain about,"['subscriber', 'sub_gifter']",[]
arizzzw,my man on gta,[],[]
vhsjcuw,ciao,[],[]
executore09,cè anche il bubble tea,['no_video'],[]
ciaoeutum14,crazy,[],[]
simooo_tv,a me stava dando problemi nel cambiare il titolo della live ho pensato di disconnettere il mio account twitch da obs ma mo non mi arriva nessuna mail di conferma che palle volevo streammare stasera,['premium'],[]
beatrice32547,buono,[],[]
buongiornissimo__,ciao lollio lacustrie,[],[]
sareutum__23,bono,['premium'],[]
noah17575267,bennissimo lollo sono andato al parco acquatico,[],[]
el_king591,lollo idratati,[],[]
sapessi2317,sapessi subscribed with theyve subscribed for months currently on a month streak onorato per questi mesi,"['subscriber', 'premium']",[]
cyberpwnked,bravo lollo che hai riposato,"['subscriber', 'bits']",[]
amoikiwifrancy57,lollo ti sto facendo un disegno,"['subscriber', 'premium']",[]
luigi_chad_7,royalpearskulldead,[],[]
cecex11,minecraft,[],[]
ironmasck,lollo che liceo devo fare per fare la streameryoutuber,[],[]
gaia_princesss,wow,[],[]
kulemaniermal,bravo,['subscriber'],[]
annak110,ciaoo,[],[]
ciaoooo62882,sto mangiando linsalata bomaa,[],[]
cam847y,fino a che ora stai in live,[],[]
hnnah4712,swagg,[],[]
justdag0,domani ultimo scritto e fino al si studia come un porco,['twitch_recap_2024'],[]
sareutumlacustree17,ciao lollone io sto bene tuu,[],[]
veronicaaa44s,uoo,"['subscriber', 'no_video']",[]
chef_rubio2001,domani scritto di ita,[],[]
lightbutton6014,gta è crazy,[],[]
vitt1040,ciao,[],[]
sofieutum13,lollo come mai ieri non eri in live,[],['PansexualPride']
ilibridi_iris,voglio esplodere,['subscriber'],['lolloSadge']
giulialacustre_10,lollo se mi assumi ti cucino io eh,['bits'],[]
foxeutum,io mi sono ustionata al mare,[],[]
narcas00,come stai,[],[]
thesephoro55,lollo,[],[]
fjbdtkmdd,lollo la vita fa veramente schifo,[],[]
forzalakemaggiorelollone,rispondi,"['subscriber', 'premium']",[]
irineutumlacustre,ciao lollo,[],[]
sara_diodovich,io lo so fare in casa,['subscriber'],[]
sonorumena,lullu,[],[]
alebonforts,lollo ho cucinato agli scritti,[],[]
ludist12,ciao lollo,[],[]
samuelemdc,time,[],[]
ius20,sono promosso alla media,[],[]
omaymalacustre,male ho pianto perché twitch non andava e avevo paura di non vederti,['subscriber'],[]
imellethebest,grandee,[],[]
checco_incid3nze,ciao lollo lo sai che compi gli anni lo stesso giorno del mio migliore amico,[],[]
antonio_pietrosanto,lollo ho la febbre ma sto facendo gli esami,[],[]
supermas_lacustre,come tutti comunque gg,"['subscriber', 'share_the_love']",[]
chris382b,grande,[],[]
ley140,no way lollo che gioca a gta v prima di gta vi,[],[]
khadija313,anchio ho preso,['subscriber'],[]
francisfinito,damn thats a good rice,[],[]
sono_una_volpee,lollo oggi ce nicy savage,[],[]
llilaria_lacustreg3,cheer lollo sei la mia persona preferita ci tengo tantissimo a te,['subscriber'],[]
giulixixixixi,oggi ho finito scuola loloaoaooao,[],[]
chiaretta03__,male sarò sincera però con la tua compagnia mi distraggo un pò,"['subscriber', 'premium']",[]
sonounalacustre,lollo una bambina ignorante ha detto che sei ignorante,[],[]
forzalakemaggiorelollone,pk ieri non ceri,"['subscriber', 'premium']",[]
idrislacustre_,idrislacustre subscribed with theyve subscribed for months,['bits'],[]
lavatrice_1782,lollo sono al compleanno di mia cugina di anni e è pieno di bambini facciamo metà e metà,[],[]
antibm3866,ciao lollo,[],[]
anastasia_ciarlettaa,ho ansia,['subscriber'],[]
stellacometa14,anni bro,[],[]
xx_matte_xx_yt,lollo che gioca a gta prima di gta,[],[]
pietro_thechnoblaze,lollo mi fai gli auguri e il mio compleanno,[],[]
riccardo_piva23,ciao,[],[]
ilibridi_iris,anche mia mamma ha portato la guerra fredda,['subscriber'],[]
notfna,tu come stai con lansia invece,['subscriber'],[]
mynameisgioieutumlacust17,bono,[],[]
duolo_ciccio13,mi dai un consiglio per gli esami orali,[],[]
eli_y11,io porto i promessi sposi,['subscriber'],[]
cristian0r9lo,handiamo,[],[]
alfryx8888,lollo ma ci sai giocare,[],[]
kezavr,oggi ho finito gli scritti,[],['LUL']
serpentehsyd,ma in gta v farai la storia o giocherai a caso,[],[]
patatino2015,ciao oo l,[],[]
elychef2010,lollo ho fattp deadlocked,[],[]
lorenzo7_6,lorenzo subscribed with theyve subscribed for months gmail pelato,"['subscriber', 'premium']",[]
isalacustr3,giuro my man una delle mie citazioni preferite appena posso me la tatuo,['subscriber'],[]
aureutum28,lollo mi hanno bocciata,[],[]
fariszhour,gta v mamma mia,[],[]
combatsuperdigno,io porto la prima guerra mondiale,['subscriber'],[]
freedarc75,oggi si gioca a minecraft,[],[]
aufi_prim3,la tua cucina inaccessibile,[],[]
nayko_vt,lollo io sono un po triste perché alcune mie amiche mi prendono in giro,[],[':(']
pasquilight_official,lollo la chat è troppo piena bomboclat io sono usci dalle medie con cmq,[],[]
libiatiglo,hahha,[],[]
gabry_xg,ciaoi,[],[]
aandrea_ita,traduci meno di una settimana ho lorale,[],[]
peppinoforzaviola,god,[],[]
gia_guaro8,lollo io vendo arance,[],[]
giulia_gorghi,ho finito gli esami scritti ieri mi manca lorale,[],[]
khadija313,hahahahahha,['subscriber'],[]
giorgio121_,ciao lollo,[],[]
abdelrahman132457_,sono nuovo,[],[]
rachydb,domani ho lo scritto di mate,[],[]
thutmose_3,io ho portato il riso alla cantonese alla tesina,[],[]
gaia_aiaa,quindi se ti chiedo cosè me lo sai spiegare,[],[]
amingaishsixn,ma e vero che sei il frate l,[],[]
cat_123_cate,ciao lolli,[],[]
ll_lacustrina01,lollo se ti dicessi che ho creato un video x te lungo secondi lo guarderesti tutto dopo,['share_the_love'],[]
alessandro_bellini09,pussetta,[],[]
giorgiasssvolpi467,se era sushi quittavo,[],[]
lucremah,ciao lollo,[],[]
fibra009,è finita la scuola,[],[]
noeminalover,ciao amore,[],[]
jessica_dislessicustre,cheer scusa una cosa mi sono abbonata per mesi e ancora il governo non mi ha pagato sai quando arriva il bonifico comunque mi chiamo così per il meme se ti da fastidio dimmelo che lo cambio,"['subscriber', 'bits']",[]
mbaye_felix,lollo,['twitch_recap_2023'],[]
gbxgibex,sono gay per te,[],[]
giogambelunghe,solo ha me continua a laggare,[],[]
ninoilvero,anche io stasera ho mangiato riso alla cantonese,[],[]
ll_kiw,lollo su gta prima di gta,[],[]
lollieutum8,lollo hai cagato dormito bevuto,['subscriber'],[]
federic_1656,ciao loollo,[],[]
castanofresko,ciao lolo,[],[]
la_sophiiii,lollo mi saluti,[],[]
la_silviettina,mamma sono famoso,[],[]
beatrice32547,tvb,[],[]
leocol1420,ciao lollo,[],[]
drago3875,bobboclayt gta v crazy,[],[]
ilysmoon07,we,[],[]
andrea8265,sono il dottor bavaro,[],[]
fraswag1812,gta,[],[]
ilduro_lacustre,gta v prima di gta vi crazy,[],[]
eragon_4567,yo,[],[]
khadija313,sp far so good,['subscriber'],[]
macacobelly,gianlu ti ho ho ho ho,[],[]
peppe5305,ciao lollo,[],[]
executore09,bevi litri di acau,['no_video'],[]
f4n_l3utum,ciao lollo a cosa giochiamo oggi,[],[]
zirgiot,lollo a che ore gta,[],[]
anastasia_ciarlettaa,ho ansiaa,['subscriber'],[]
streem_it,di etro di te,"['subscriber', 'no_audio']",[':)']
luigi_chad_7,royalpeartatsus,[],[]
idrislacustre_,si bugga sempre ormai crazy,['bits'],[]
cecex11,ti voglio bene,[],[]
paolo_zanatta_italia,yo lollone sto facendo la cacca,[],[]
sofia_xxxc,lollo porti granny plis,[],[]
fastshot49,quanti gradi cerano nella guerra fredda,[],[]
sonounsigma24264882,sigma,[],[]
sofieutum13,lollo come mai ieri non eri in live,[],[]
emmalacustre_,lollonee fino al penso che non potrò guardare la live perché mi va a scatti e si blocca ti voglio tanto bene patato,['bits'],"[':(', '<3']"
blackniko15,ho la media del distinto,[],[]
mohsdine10984,lollo ti voglio bene,['twitch_recap_2024'],[]
ilrugg3,ciao lollo,[],[]
adelaidamoltood,ma la live va su yt,[],[]
nackos11,domani ho lesame di mate,"['subscriber', 'no_audio']",[]
foxeutum,io mi sono ustionata al mare,[],[]
combatsuperdigno,io porto la priima guerra mondiale,['subscriber'],[]
vincy2507,ma quindi oggi gta,[],[]
ll_cristy,sicuro,"['subscriber', 'twitch_recap_2024']",[]
sashagallagher,ciao lollo,[],[]
annina_17,minecrift chill oggii,[],[]
pertrula,ciao,[],[]
ijdgd6dhri3gei,ciao lollo come staii,"['subscriber', 'premium']",[]
angelix089,domani devo fare lesame di a media,[],[]
chris382b,damn,[],[]
lollokingdeidiamanti,localizzatore,['no_audio'],['lolloThatscrazyyy']
sinsalajonis,cciao lollo è la mia prima livello con te,[],[]
omino_crabgame,aura jaket,[],[]
valepra08,per carità,[],[]
ordnaelll2015,ciao yt,[],[]
lightbutton6014,ho lorale di terza media domani mattina,[],[]
emmalacustre_,lollonee fino al penso che non potrò guardare la live perché mi va a scatti e si blocca ti voglio tanto bene patato,['bits'],[':(']
mugman976,ciao lollo sei un grande io sono passato per salutarti perché non posso restare,[],[]
cristo_is_red_,fammi il el nah,['no_video'],[]
sono_una_volpee,lollo oggi ce nicy savage,[],[]
ciaoeutum14,ok,[],[]
miky0432_,oggi ho finito scuola,"['subscriber', 'premium']",[]
hanjisung_24,lollo puoi cercare il ragazzo con il pene più lungo del mondo,[],['lolloWhattheheeel']
dania_lacustre17,ovvi,"['subscriber', 'share_the_love']",[]
khadija313,si certo confermo,['subscriber'],[]
17britt,lollo sto con le placche e di febbre,[],[]
ll_ar4chide,io oggi pensavo fosse mercoledì ho perso la percezione del tempo,[],[]
sareutumlacustree17,hahahahahha,[],[]
gabry_xg,cosa porti oggi,[],[]
gghtp9,lollo bello il nuovo profilo pls non spammarlo,"['subscriber', 'premium']",[]
colfe07,ciao lolo,['no_audio'],[]
pietro_fuma_spinello,oggi cosa fai pls rispondimi,[],[]
giusep_567,giusep subscribed with theyve subscribed for months currently on a month streak yo lollo spero tutto bene sono contento che sei andato a dormire alle,"['subscriber', 'premium']",[]
le_lemy,lollo oggi ho fatto gli esami orali di media,[],[]
emmaxlollo_,ah,"['subscriber', 'premium']",[]
lanikitaa1,ciao,[],[]
riccardolollo986,oggi c era il concerto di vasco rossi,[],[]
opossum13girl,è vero,[],[]
raul_bova_lacustre,sei il fratello di hitler,[],[]
samu_ave,ciao lollo,[],[]
bertony104,gta prima di gta,[],[]
pannox125,ciao,[],[]
ilibridi_iris,tipo abbondanti nel nilo,['subscriber'],[]
rachydb,oggi avevo lo scritto di lingue e ieri ti italiano,[],[]
dbuehv5je,viva la ciola di gmail,[],[]
r200942ita,forse voleva scrivere sono più gay di te,[],[]
sediaatre,lollo quante volte hai mai fatto il pazzo sgravato,[],[]
ll_cristy,no,"['subscriber', 'twitch_recap_2024']",[]
fanlollolacu,ma solo io ho un prete che si chiama magno,['subscriber'],[]
chiaretta03__,non ci credo mai ahahah,"['subscriber', 'premium']",[]
gia_guaro8,io vendo pere,[],[]
missmarley_0,ciao lollo buona sera è da un po che nn entravo nelle tue live sto avendo delle giornate piuttosto orribili nn dico per scuola e altro ma ciò che so che la mia paura è di essere mancata da unaltra famiglia ormai ciò una vita particolare,['share_the_love'],[]
sofi_fan_del_trio,hahahhahqh,[],[]
bho200trenta,ciao raga,['bits'],[]
sara_diodovich,raga io il riso alla cantonese lo so fare in casa,['subscriber'],[]
antibm3866,puoi fare una reaction a un rapper emergente,[],[]
ley140,no way lollo che gioca a gta v prima di gta vi,[],[]
ad_elexx,lollo mi hai promesso di ridarmi mia sorella di cinque anni che hai messo in cantina,[],[]
rebecca_lacustre,no,"['subscriber', 'premium']",[]
xx_matte_xx_yt,lollo che gioca a gta prima gta,[],[]
fariszhour,oioioio vaka,[],[]
alessiachef_,eh si,['bits'],[]
khadija313,si,['subscriber'],[]
ll_lacustrina01,ma non é lacustre é lacusta,['share_the_love'],[]
mbaye_felix,lollo fatti i capelli stile el sharaawy,['twitch_recap_2023'],[]
jacopo011_,sas,[],[]
ll_kiw,lollo su gta prima di gta,[],[]
i_likeplay,lollo ti seguo ma non posso commentare,[],[]
alfryx8888,ma a noi ci vede,[],[]
lo_straru,quando ti tagli i capelli,[],[]
anastasia_ciarlettaa,che si fa oggi,['subscriber'],[]
giulixixixixi,oggi ho finito scuola loloaoaooao,[],[]
andrea8265,sono il dottor bavaro,[],[]
kyyasser,lollo,['no_video'],[]
gaia_princesss,lollo la mia migiore amica si e messa con il mio ex,[],[]
omaymalacustre,no,['subscriber'],[]
bisconya,finalmente riesco a vedere una tua livee era da un sacco di tempo che non ero a casa la sera,"['subscriber', 'premium']",[]
sihamlacustre17,stavi facendo addominali e sono appena arrivata,[],[]
francypro149,we lollo so nellorto,[],[]
nackos11,we lollo si umile,"['subscriber', 'no_audio']",[]
zuzu_ita,magari in un altro universo,[],[]
bibimor2012,lollo consiglio per lestate,[],[]
colosso__li,ciao,"['subscriber', 'premium']",[]
ilysmoon07,ahahahahahahahahaha,[],[]
denieutumlacustre_17,ciao lollo,[],[]
sofieutum13,lollo come mai ieri non eri in live,[],[]
sonia_hill08,hahahahhaha,['subscriber'],[]
gazza3323,ciao lollo tvb,[],[]
veronicaaa44s,lacusta,"['subscriber', 'no_video']",[]
giulialacustre_10,pure io dovevo portare la guerra fredda mi ero studiata tutto perfettamente non ammessa,['bits'],[]
annina_17,non importaa,[],[]
giiuggiu,lollo,[],[]
forzalakemaggiorelollone,lollo pk ieri non ceri,"['subscriber', 'premium']",[]
fastshot49,lacosta,[],[]
chrylacustree,lollone cosa ne pensi dellaggiornamento ios,['premium'],[]
lucacutv12,un giorno devi prenderti una pausa perché ti vedo molto stanco,[],[]
